ID,URL,Source_Domain,Source_Type,Title,Snippet,Publish_Date,Category_Guess,Score,Reason,Status,Collected_By,Added_On,Last_Checked,RepFlag,has_CVE,has_TID,has_IOC,has_MiningTok,has_NFSTok,has_SSHTok,SigFlag,Quality2,Quality4,__SelectedCategory
,https://www.huntress.com/blog/investigating-new-inc-ransom-group-activity,www.huntress.com,RSS,Investigating New INC Ransom Group Activity | Huntress,The Huntress team investigated a ransomware attack of a new INC Ransom threat actor group. Here is the activity we observed.,2023-08-11T00:00:00+00:00,NFS / File-Share Exposure,0.6305,"dom_w=0.75, rec=0.95, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.086278,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.bleepingcomputer.com/news/security/lovesac-confirms-data-breach-after-ransomware-attack-claims/,www.bleepingcomputer.com,RSS,Lovesac confirms data breach after ransomware attack claims,"American furniture brand Lovesac is warning that it suffered a data breach impacting an undisclosed number of individuals, stating their personal data was exposed in a cybersecurity incident. [...]",2025-09-08T14:24:25-04:00,NFS / File-Share Exposure,0.6283,"dom_w=0.7, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:35:21.161980,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.darkreading.com/endpoint-security/apt28-outlook-notdoor-backdoor,www.darkreading.com,RSS,Russia's APT28 Targets Microsoft Outlook With 'NotDoor' Malware,"The notorious Russian state-sponsored hacking unit, also known as Fancy Bear, is abusing Microsoft Outlook for covert data exfiltration.",2025-09-03T20:49:14+00:00,NFS / File-Share Exposure,0.6282,"dom_w=0.7, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:28.529386,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.darkreading.com/cyber-risk/dark-reading-confidential-guided-tour-dark-web,www.darkreading.com,RSS,Dark Reading Confidential: A Guided Tour of Today's Dark Web,"Dark Reading Confidential Episode 9: Join us for a look around today's Dark Web, and find out how law enforcement, AI, nation-state activities, and more are reshaping the way cybercriminals conduct their dirty business online. Keith Jarvis, senior security researcher at Sophos' Counter Threat Unit joins Dark Reading's Alex Culafi for a conversation you don't want to miss.",2025-08-28T18:00:19+00:00,NFS / File-Share Exposure,0.6281,"dom_w=0.7, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:28.531222,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.darkreading.com/application-security/cisas-new-sbom-guidelines-mixed-reviews,www.darkreading.com,RSS,CISA's New SBOM Guidelines Get Mixed Reviews,"Updated SBOM rules from CISA are a solid step toward making them more useful for cyber defenders but don't address many critical needs, experts say.",2025-08-28T15:17:50+00:00,NFS / File-Share Exposure,0.6281,"dom_w=0.7, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:28.531311,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.darkreading.com/threat-intelligence/akira-clop-top-5-most-active-ransomware-groups-list,www.darkreading.com,RSS,"Akira, Cl0p Top List of 5 Most Active Ransomware-as-a-Service Groups","Many familiar faces made Flashpoint's 2025 midyear ransomware report, as well as new gangs, which are increasingly using AI.",2025-08-28T18:49:55+00:00,NFS / File-Share Exposure,0.6281,"dom_w=0.7, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:28.531009,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/using-shodan-images-to-hunt-down-ransomware-groups,www.huntress.com,RSS,Using Shodan Images to Hunt Down Ransomware Groups | Huntress,"In this blog, we’re going to focus on how Shodan helps us unveil some of the infrastructure that supports ransomware actors.",2022-12-20T00:00:00+00:00,NFS / File-Share Exposure,0.6259,"dom_w=0.75, rec=0.93, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.088760,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/creating-macos-ransomware,www.huntress.com,RSS,Creating macOS Ransomware | Huntress,"With the beta release of the Huntress macOS agent, we wanted to share some of the Apple-y stuff we’ve been up to behind the scenes.",2022-11-08T00:00:00+00:00,NFS / File-Share Exposure,0.6251,"dom_w=0.75, rec=0.93, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.089141,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/huntress-commitment-to-the-cybersecurity-community,www.huntress.com,RSS,Huntress’ Commitment to the Cybersecurity Community | Huntress,We founded Huntress with a commitment to elevating the cybersecurity community as a guiding principle. Here are some of the ways we strive to make a difference.,2022-08-02T00:00:00+00:00,NFS / File-Share Exposure,0.6232,"dom_w=0.75, rec=0.92, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.089885,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/triangulation,www.huntress.com,RSS,Triangulation | Huntress,This blog dives into triangulation as a guiding concept during investigations and reporting.,2022-06-14T00:00:00+00:00,NFS / File-Share Exposure,0.6223,"dom_w=0.75, rec=0.92, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.090404,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/breaking-down-the-nist-cybersecurity-framework,www.huntress.com,RSS,Breaking Down the NIST Cybersecurity Framework,"A comprehensive guide to the NIST cybersecurity framework, its five main functions and how you can use the NIST framework to improve your cybersecurity posture.",2022-04-14T00:00:00+00:00,NFS / File-Share Exposure,0.6211,"dom_w=0.75, rec=0.92, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.090916,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/a-beginners-guide-to-phishing-simulation-training-for-employees,www.huntress.com,RSS,A Beginner’s Guide to Phishing Simulation Training for Employees | Huntress,Learn the essentials of phishing simulation training with our beginner's guide. Protect your organization by simulating real phishing attacks.,2022-01-19T00:00:00+00:00,NFS / File-Share Exposure,0.6195,"dom_w=0.75, rec=0.91, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.091809,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/ransomware-canaries-a-2022-update,www.huntress.com,RSS,Ransomware Canaries: A 2022 Update | Huntress,Read about the exciting new updates to our Ransomware Canaries service.,2022-01-14T00:00:00+00:00,NFS / File-Share Exposure,0.6194,"dom_w=0.75, rec=0.91, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.091946,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/how-ransomware-works-and-why-its-a-hacker-favorite,www.huntress.com,RSS,How Ransomware Works and Why It's a Hacker Favorite | Huntress,Ransomware marks a lucrative business in today’s cyber-driven world. Learn more about ransomware and why it’s a favorite among hackers.,2021-11-09T00:00:00+00:00,NFS / File-Share Exposure,0.6182,"dom_w=0.75, rec=0.91, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.092503,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/threat-advisory-hackers-are-exploiting-a-vulnerability-in-popular-billing-software-to-deploy-ransomware,www.huntress.com,RSS,Hackers Are Exploiting a Vulnerability in Billing Software to Deploy Ransomware | Huntress,Huntress discovered threat actors abusing a blind SQL injection vulnerability in BillQuick Web Suite. Follow our analysis and latest findings in this blog.,2021-10-22T00:00:00+00:00,NFS / File-Share Exposure,0.6178,"dom_w=0.75, rec=0.91, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.092693,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/security-researchers-hunt-to-discover-origins-of-the-kaseya-vsa-mass-ransomware-incident,www.huntress.com,RSS,The Hunt to Find Origins of Kaseya's VSA Mass Ransomware Incident | Huntress,Our Security Researchers discuss how hackers executed the Kaseya VSA supply chain attack—and why the blast radius of the incident was relatively limited.,2021-07-20T00:00:00+00:00,NFS / File-Share Exposure,0.616,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261032,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/experts-weigh-in-on-the-state-of-email-based-threats,www.huntress.com,RSS,Experts Weigh in on the State of Email-Based Threats | Huntress,"Cybersecurity experts John Hammond and Sébastien Goutal provide insider insight on the current state of phishing, ransomware and email-based attacks.",2021-07-14T00:00:00+00:00,NFS / File-Share Exposure,0.6159,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261082,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/the-huntress-vsa-vaccine-acting-like-hackers-to-protect-our-partners,www.huntress.com,RSS,Huntress VSA Vaccine: Acting Like Hackers To Protect Our Partners | Huntress,"In this blog, we share details on the vaccine Huntress deployed to our partners to protect them from being infected by the Kaseya VSA ransomware attack.",2021-07-13T00:00:00+00:00,NFS / File-Share Exposure,0.6159,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261129,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/rapid-response-kaseya-vsa-mass-msp-ransomware-incident,www.huntress.com,RSS,Rapid Response: Mass MSP Ransomware Incident | Huntress,"Huntress is tracking a critical ransomware incident affecting MSPs and their customers, caused by a sophisticated Kaseya VSA supply chain attack.",2021-07-03T00:00:00+00:00,NFS / File-Share Exposure,0.6157,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261175,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/discovering-a-ransomware-remedy-in-the-wild,www.huntress.com,RSS,Discovering a Ransomware Remedy in the Wild | Huntress,"Our ThreatOps team details stumbling across Raccine, a ransomware remedy that works by hooking onto IFEO debuggers, for the first time.",2021-06-08T00:00:00+00:00,NFS / File-Share Exposure,0.6152,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261495,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/understanding-your-smb-clients-cybersecurity-needs,www.huntress.com,RSS,Understanding Your SMB Clients' Cybersecurity Needs,SMBs need more advanced cybersecurity. Learn about the tools you need to help guide your clients toward better threat detection and response.,2021-05-27T00:00:00+00:00,NFS / File-Share Exposure,0.615,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261638,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/cybersecurity-insurance-perspective-on-ransomware,www.huntress.com,RSS,Cyber Security Insurance Perspective on Ransomware | Huntress,Explore the impact of ransomware on cybersecurity insurance. Learn how insurance providers are adapting and what organizations need to know to stay protected.,2021-05-25T00:00:00+00:00,NFS / File-Share Exposure,0.615,"dom_w=0.75, rec=0.9, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.261730,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/huntress-service-ransomware-canaries,www.huntress.com,RSS,Huntress Service: Ransomware Canaries | Huntress,"Read about the value of Huntress' Ransomware Canaries service, a mechanism to deliver faster detection of a ransomware incident.",2020-06-24T00:00:00+00:00,NFS / File-Share Exposure,0.6088,"dom_w=0.75, rec=0.88, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.263233,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/security-awareness-training-will-prevent-ransomware,www.huntress.com,RSS,Security Awareness Training Will Prevent Ransomware | Huntress,Ransomware security awareness training is the most effective way to prevent a ransomware attack against your organization and its employees. Read more in the Huntress Blog to find out how.,2017-07-05T00:00:00+00:00,NFS / File-Share Exposure,0.5897,"dom_w=0.75, rec=0.81, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.264521,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://threatpost.com/ransomware-attacks-are-on-the-rise/180481/,threatpost.com,RSS,Ransomware Attacks are on the Rise,"Lockbit is by far this summer’s most prolific ransomware group, trailed by two offshoots of the Conti group.",2022-08-26T16:44:27+00:00,NFS / File-Share Exposure,0.5886,"dom_w=0.65, rec=0.93, cat_hits=1, sig=0",New,,2025-09-08T23:35:17.446134,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.suse.com/support/security/sbom/,www.suse.com,INDEX,SUSE LINUX Enterprise Server 15 SP2 Common Criteria NIAP Evaluated Configuration Guide,,,NFS / File-Share Exposure,0.4658,"dom_w=0.75, rec=0.4, cat_hits=1, sig=0",New,,2025-09-05T19:23:52.241362,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.bankinfosecurity.com/agency-releases/fdic-issues-guidance-to-areas-in-illinois-impacted-by-severe-r-2805,www.bankinfosecurity.com,RSS,FDIC Issues Guidance to Areas in Illinois Impacted by Severe Storms,"The FDIC has announced a series of steps intended to provide regulatory relief to financial institutions and facilitate recovery in areas of Illinois affected by severe storms, straight-line winds, and tornadoes.",,NFS / File-Share Exposure,0.4483,"dom_w=0.7, rec=0.4, cat_hits=1, sig=0",New,,2025-09-08T23:35:20.133379,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://go.theregister.com/feed/www.theregister.com/2025/09/05/real_story_ai_ransomware_promptlock/,www.theregister.com,RSS,"The crazy, true story behind the first AI-powered ransomware",<h4>tldr; boffins did it</h4> <p><strong>interview</strong>  It all started as an idea for a research paper. …</p>,2025-09-05T20:11:13+00:00,NFS / File-Share Exposure,0.6108,"dom_w=0.65, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:35:16.360559,,0,0,0,0,0,0,0,0,0,0,NFS / File-Share Exposure
,https://go.theregister.com/feed/www.theregister.com/2025/09/03/ransomware_ai_abuse/,www.theregister.com,RSS,It looks like you’re ransoming data. Would you like some help?,"<h4>AI-powered ransomware, extortion chatbots, vibe hacking … just wait until agents replace affiliates</h4> <p>It's no secret that AI tools make it easier for cybercriminals to steal sensitive data and then extort victim organizations. But two recent developments illustrate exactly how much LLMs lower the bar for ransomware and other financially motivated cybercrime - and provide a glimpse to defenders about what's on the horizon.…</p>",2025-09-03T17:22:41+00:00,NFS / File-Share Exposure,0.6107,"dom_w=0.65, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:35:16.361952,,0,0,0,0,0,0,0,0,0,0,NFS / File-Share Exposure
